HotelCode|RoomAmenities
180555|REST
180558|Air conditioning,Shower only
180559|REST
180562|CURREX,ORBWLS,POOL,ELEV,CNFFAC,LANDRY,REST,FPRKNG,BAR,ORBSPA,POOLOT,DOCTOR,SAFDEP,BABY,SPA,NSMK,CONLEV,ROOM
180563|BUSCTR,GIFT,TOUR,ORBWLS,ELEV,CNFFAC,LANDRY,REST,FPRKNG,BAR,ORBSPA,PHY69,ROOM24,POOLOT,SAFDEP,BEAUTY,BABY,SPA,INTHS,CONLEV,ROOM
180564|Bamboo is the preferred building material at Phu Chaisai due to its sustainability and abundance among our bamboo forests. Phu Chaisai owner M.L. Sudavdee recognized that Thai bamboo cottages would blend harmoniously with the surroundings; she also wanted to utilize and draw out the qualities that she discovered in bamboo, such as its rigor strength and flexibility to be shaped in any form. Interior furnishing mainly consists of local bamboo whether it is our tables, chairs, door handles, and even light fixtures. Thus, bamboo is the ideal material for our idyllic mountain resort in Thailand.
180565|Air conditioning
180567|BUSCTR,ORBWLS,POOL,ORBSHT,ELEV,CNFFAC,LANDRY,AIRCON,REST,FPRKNG,ORBSPA,POOLOT,ORBGYM,CONLEV,ROOM
180568|Room service
180570|Phone,Shower only
180571|REST,ROOM
180669|TV,HAC47,ELEV,DESK24,AIRCON,SPRINK,PRKBUS,WAKEUP,TVCAB,POOLOT,SHOWER,GOLF,PRKNG,PRKIND,SAUNA,INTHS,FISH,HAIR,BUSCTR,FAX,CURREX,CRIB,TVSAT,REST,SCUBA,PETS,PRKOUT,MTGFAC,CAR,DOCTOR,BOATNG,NSMK,MULTI,SECURE
180930|ORBWLS,POOL,CNFFAC,REST,FPRKNG,ROOM
181225|TOUR,ORBWLS,HAC47,ELEV,CNFFAC,ORBSPA,POOLOT,DISABL,BABY,SPA,INTHS,HEALTH,BUSCTR,CURREX,ORBSHT,LANDRY,BAR,REST,HAC222,GAME,ROOM24,MTGFAC,DOCTOR,SAFDEP,PHY2,CONLEV,NSMK
181263|CURREX,TOUR,ORBWLS,POOL,ORBSHT,LANDRY,REST,FPRKNG,ORBSPA,POOLOT,TENNIS,SAFDEP,BABY,SPA,NSMK,CONLEV,ROOM
181274|The resort has 105 rooms, most of which offer fantastic panoramic views of the sea and beach from private sweet-scented botanical verandas. All rooms are spacious, dark wood floors and furnished in contemporary stylish. All come with standard facilities. The Deluxe Rooms and Grand Deluxe Rooms would be perfect for couples. The Springfield pool is connected with pool. Junior Suites give more space and may prove to be a great choice for honeymooners.
181275|Refrigerator
181380|POOLOT,BUSCTR,SAFDEP,TOUR,ORBWLS,BABY,LANDRY,BAR,REST,NSMK,FPRKNG,ROOM
181381|BUSCTR,POOL,CNFFAC,REST,CONLEV,FPRKNG,ORBSPA,ROOM
181382|TOUR,ORBWLS,CNFFAC,RMA207,ORBSPA,POOLOT,BABY,SPA,INTHS,ROOM,HEALTH,BUSCTR,GIFT,CURREX,POOL,ORBSHT,LANDRY,BAR,FPRKNG,REST,HAC222,MTGFAC,DOCTOR,SAFDEP,CONLEV,NSMK
181383|BUSCTR,TOUR,HAC116,ORBWLS,HAC47,POOL,ORBSHT,CNFFAC,LANDRY,REST,FPRKNG,BAR,ORBSPA,ROOM24,POOLOT,MTGFAC,DOCTOR,SAFDEP,BABY,SPA,NSMK,CONLEV,ROOM,HEALTH
181384|POOLOT,SAFDEP,TOUR,ORBWLS,POOL,ORBSHT,BABY,LANDRY,REST,CONLEV,ORBSPA,ROOM
181385|GIFT,CURREX,TOUR,ORBWLS,POOL,LANDRY,REST,FPRKNG,BAR,ORBSPA,GAME,POOLOT,DOCTOR,SAFDEP,BEAUTY,BABY,SPA,INTHS,NSMK,ROOM
181390|BUSCTR,ORBWLS,POOL,ORBSHT,CNFFAC,INTHS,REST,ORBSPA,ROOM,HEALTH
181391|POOLOT,POOLIN,SAFDEP,ORBWLS,LANDRY,INTHS,REST,NSMK,FPRKNG,ORBSPA,ROOM
181392|Balcony
181448|BUSCTR,ORBWLS,POOL,ELEV,LANDRY,REST,FPRKNG,ORBSPA,POOLOT,SAFDEP,BABY,SPA,NSMK,ROOM
181449|Air conditioning,Free dial-up Internet access
181450|TV,OVRPRJ,TOUR,HAC47,DESK24,AIRCON,PRKBUS,WAKEUP,TVCAB,POOLOT,GOLF,PRKNG,POOLSB,AVEQUP,BABY,SPA,BATH,INTHS,ROOM,CMPRTL,FISH,HAIR,BUSCTR,FAX,CURREX,CRIB,PLYGRD,BAR,TVSAT,SCUBA,REST,BELL,PRKOUT,MTGFAC,CAR,DOCTOR,BOATNG,JOGTRK,NSMK,MULTI,SECURE
181451|BUSCTR,TOUR,ORBWLS,ELEV,ORBSHT,LANDRY,REST,FPRKNG,ORBSPA,SAFDEP,INTHS,CONLEV,ROOM
181454|Desk
181455|BUSCTR,CURREX,TOUR,ORBWLS,ORBSHT,LANDRY,REST,ORBSPA,POOLOT,POOLIN,DOCTOR,SAFDEP,SPA,NSMK,ROOM
181456|POOLOT,GIFT,CURREX,SAFDEP,TOUR,ORBWLS,POOL,BAR,REST,FPRKNG,ORBSPA,ROOM
181458|BUSCTR,ORBWLS,ELEV,ORBSHT,LANDRY,RMA207,REST,FPRKNG,BAR,HAC138,POOLOT,SAFDEP,BABY,SPA,NSMK,CONLEV,ROOM,PHY28
181459|TOUR,ORBWLS,HAC47,ELEV,CNFFAC,ORBSPA,PHY69,POOLOT,TENNIS,BEAUTY,BABY,DISABL,SPA,INTHS,ROOM,HEALTH,BUSCTR,GIFT,CURREX,HAC116,POOL,ORBSHT,LANDRY,REST,BAR,GAME,PETS,MTGFAC,DOCTOR,SAFDEP,PHY2,NTECLB,NSMK,CONLEV
181462|Minibar,Free toiletries
181503|GIFT,TOUR,ORBWLS,ELEV,LANDRY,REST,ORBSPA,POOLOT,SAFDEP,SPA,CONLEV,NSMK,INTHS,ROOM
181614|TV,OVRPRJ,HAC47,ELEV,DESK24,AIRCON,SPRINK,PRKBUS,WAKEUP,TVCAB,POOLOT,SHOWER,GOLF,PRKNG,AVEQUP,SAUNA,INTHS,FISH,HAIR,BUSCTR,FAX,CURREX,SAFE,CRIB,TVSAT,SCUBA,REST,PETS,PRKOUT,MTGFAC,CAR,DOCTOR,BOATNG,NSMK,MULTI,SECURE
181625|CNTBRK,FLORST,TV,TEL,ADPTRS,AIRCON,WAKEUP,POOLOT,TVRMOT,ALRMCK,MINBAR,SPA,BARBER,ROOM,HEALTH,BUSCTR,MADSVC,GIFT,PICNIC,CURREX,ICEMCH,HAC116,LOUNGE,CRIB,LANDRY,REST,GAME,SOFABD,GYM,MTGFAC,CAR,KIDACT,SAFDEP,VALET,JOGTRK,TMPCTL,DVD,HAC47,TVCAB,NWSPPR,TENNIS,PRKNG,BABY,COFFEE,SAUNA,INTHS,CONDSK,HAIR,FAX,SAFE,COFMKR,POOL,LDRYMT,IRONBD,BAR,SCUBA,FPRKNG,ROOM24,TRNDWN,IRON,HORSE,BTHTEL
181626|TOUR,ORBWLS,POOL,ORBSHT,ELEV,CNFFAC,LANDRY,REST,FPRKNG,BAR,ORBSPA,MTGFAC,POOLOT,DOCTOR,SAFDEP,BABY,SPA,INTHS,NSMK,CONLEV,ROOM
181630|SHOP,EXCKIN,ADPTRS,WAKEUP,STMBTH,PRKNG,BABY,SPA,INTHS,CONDSK,HAIR,BUSCTR,CURREX,COFMKR,POOL,BAR,REST,BELL,GYM,TRNDWN,CAR,SAFDEP,IRON,BTHTEL,MULTI,SECURE
181633|TOUR,ORBWLS,HAC47,ELEV,CNFFAC,RMA207,ORBSPA,POOLOT,BABY,SPA,INTHS,ROOM,HAC142,HEALTH,BUSCTR,GIFT,CURREX,HAC116,POOL,ORBSHT,LANDRY,REST,FPRKNG,BAR,HAC222,GAME,MTGFAC,DOCTOR,SAFDEP,CONLEV,NSMK
181659|BUSCTR,TOUR,ORBWLS,ORBSHT,ELEV,CNFFAC,LANDRY,REST,BAR,ORBSPA,MTGFAC,SAFDEP,PRKNG,SPA,NSMK,CONLEV,ROOM
181660|GIFT,CURREX,TOUR,ORBWLS,ELEV,ORBSHT,LANDRY,REST,FPRKNG,DOCTOR,SAFDEP,NSMK,INTHS,CONLEV,ROOM
181661|Air-conditioning room,LCD TV with Satellite feed,Touch-screen IP phone,Wireless high-speed internet access,Laptop connections, work desk,In-room safe, coffee/ tea service,Bath accessories,Bathroom with bathtub/rain shower
181723|TOUR,ORBWLS,CNFFAC,ORBSPA,POOLOT,TENNIS,DISABL,BABY,SPA,BUSCTR,GIFT,CURREX,POOL,ORBSHT,KNCKLT,LANDRY,REST,FPRKNG,BAR,ROOM24,MTGFAC,POOLIN,DOCTOR,PHY2,SAFDEP,SOLARM,CONLEV,NSMK
181724|TOUR,ORBWLS,HAC116,HAC47,POOL,HAC141,ORBSHT,LANDRY,RMA207,REST,FPRKNG,BAR,HAC222,ORBSPA,HAC138,POOLOT,SAFDEP,SOLARM,INTHS,CONLEV,HAC142,ROOM
181725|Minibar,Satellite TV service
181770|ORBWLS,POOL,ELEV,ORBSHT,LANDRY,REST,FPRKNG,BAR,POOLOT,DOCTOR,BABY,BEAUTY,SPA,INTHS,NSMK,CONLEV,ROOM
183417|BUSCTR,ORBWLS,ORBSHT,CNFFAC,BAR,REST,ORBSPA,DOCTOR,BABY,INTHS,NSMK,ROOM,HEALTH
183996|Shower only
184676|Phone
187263|BUSCTR,GIFT,TOUR,ORBWLS,ORBSHT,ELEV,CNFFAC,LANDRY,REST,FPRKNG,BAR,ORBSPA,ROOM24,DISABL,SPA,INTHS,NSMK,CONLEV,ROOM,HEALTH
187447|BUSCTR,GIFT,TOUR,ORBWLS,POOL,ORBSHT,ELEV,CNFFAC,LANDRY,REST,FPRKNG,ROOM24,POOLOT,SAFDEP,DISABL,BABY,SPA,INTHS,CONLEV,ROOM,HEALTH
187448|BUSCTR,CURREX,ORBWLS,ORBSHT,ELEV,CNFFAC,LANDRY,REST,MTGFAC,POOLOT,DOCTOR,SAFDEP,BABY,SPA,INTHS,NSMK,CONLEV,ROOM
197313|POOLOT,SAFDEP,TOUR,ORBWLS,ELEV,BABY,LANDRY,BAR,REST,FPRKNG,ORBSPA,ROOM
197314|ORBWLS,ELEV,CNFFAC,ORBSPA,POOLOT,PRKNG,BABY,SPA,INTHS,ROOM,HEALTH,BUSCTR,GIFT,POOL,ORBSHT,LANDRY,BAR,REST,GAME,ROOM24,MTGFAC,DOCTOR,SAFDEP,NSMK,CONLEV
197315|Free WiFi
197316|ORBWLS,POOL,ORBSHT,CNFFAC,REST,ROOM,PETS
197516|Superior rooms: Room size is 32 Sq.m.  The small luxury village in the old community of Chiang Mai ministering you by 23 stylish rooms with private balcony, a tropical garden and pool.
197517|Private bathroom,In-room safe
197519|Hair dryer (on request)
197547|BUSCTR,TOUR,POOL,LANDRY,REST,ORBSPA,POOLOT,TENNIS,SAFDEP,DISABL,CONLEV,INTHS,ROOM,HEALTH
197567|BUSCTR,CURREX,ORBWLS,POOL,ORBSHT,ELEV,CNFFAC,LANDRY,REST,FPRKNG,ORBSPA,ROOM24,POOLOT,SAFDEP,SPA,INTHS,NSMK,ROOM
197861|BUSCTR,CNFFAC,REST
198746|Air conditioning,Free bottled water
198747|GIFT,TOUR,ORBWLS,POOL,ORBSHT,ELEV,LANDRY,REST,BAR,HAC222,ROOM24,GYM,POOLOT,SAFDEP,SPA,NTECLB,NSMK,HEALTH
198749|Aircon,Telephone,Television,separate living,dining,kitchen areas,walk-in closets,large bathrooms,Cooking facilities,washer cum dryer,Home entertainment system,bedding,Luxurious furniture and furnishing
198750|BUSCTR,CURREX,TOUR,ORBWLS,HAC47,ORBSHT,ELEV,CNFFAC,LANDRY,REST,FPRKNG,BAR,HAC222,ORBSPA,MTGFAC,WCHR,INTHS,NSMK,CONLEV,ROOM,PHY28
198752|Air conditioning,In-room safe,Rollaway/extra beds (surcharge)
198754|SAFDEP,TOUR,ORBWLS,ELEV,ORBSHT,LANDRY,BAR,REST,NSMK,FPRKNG,ROOM
198755|BUSCTR,POOLIN,ORBWLS,ELEV,CNFFAC,LANDRY,RMA207,SPA,REST,FPRKNG,ROOM
198756|Coffee/tea maker,Hair dryer,WiFi (surcharge)
198758|BUSCTR,ORBWLS,ELEV,ORBSHT,LANDRY,REST,FPRKNG,BAR,PETS,POOLOT,DOCTOR,BABY,SPA,INTHS,NSMK,CONLEV,ROOM
198759|SAFDEP,TOUR,ORBWLS,ELEV,REST,NSMK,ROOM
198760|Hair dryer
198761|POOLOT,MTGFAC,BUSCTR,DOCTOR,TOUR,POOL,BABY,CNFFAC,LANDRY,REST,ROOM
198764|BUSCTR,TOUR,ORBWLS,ELEV,ORBSHT,LANDRY,REST,HAC222,POOLOT,DOCTOR,SAFDEP,INTHS,NSMK
198765|Deluxe rooms there are 26 rooms in size 35 sqm. offer two twin beds with balconies and a beautiful scene of the Kwai Yai River, bathing tubs, TV and come decorated with comfortable furnishings.
198766|Hair dryer,Blackout drapes/curtains
198768|Coffee/tea maker,Hair dryer,Connecting/adjoining rooms available
198769|POOLOT,SAFDEP,TOUR,ORBWLS,LANDRY
198770|POOLOT,ORBWLS,ELEV,ORBSHT,BABY,LANDRY,INTHS,REST,NSMK,FPRKNG,ORBSPA,ROOM
198771|ORBWLS,POOL,REST,ROOM
198772|Standard rooms with double bed or twin bed without balconies are all non-smoking rooms; All rooms have Shower, safety box, TV, and mini bar. Complimentary bottled water, internet access ? wireless (complimentary). All rooms are exclusively designed under the themes of ?Northern Enchantment? and the ?Magic of Silver?
198773|Room service (limited hours),Iron/ironing board (on request),DVD player,LCD TV
198774|REST
198775|LCD TV
198776|TOUR,ORBWLS,ELEV,CNFFAC,ORBSPA,POOLOT,BABY,SPA,INTHS,ROOM,HEALTH,BUSCTR,GIFT,CURREX,POOL,ORBSHT,LANDRY,BAR,REST,FPRKNG,GAME,MTGFAC,DOCTOR,SAFDEP,CONLEV,NSMK
198777|CNFFAC,REST
198778|Free bottled water,Shower/tub combination,Flat-panel TV,Free cribs/infant beds
199138|BUSCTR,TOUR,ORBWLS,POOL,ELEV,CNFFAC,LANDRY,AIRCON,REST,FPRKNG,BAR,ORBSPA,POOLOT,SAFDEP,DISABL,BEAUTY,CONLEV,ROOM
200354|Refrigerator,Desk,Cribs/infant beds available,Dial-up Internet access (surcharge)
202305|BUSCTR,TOUR,ORBWLS,ORBSHT,LANDRY,REST,ORBSPA,POOLOT,SAFDEP,PRKNG,BABY,CONLEV,INTHS,ROOM
203031|BUSCTR,CURREX,ORBWLS,ELEV,CNFFAC,LANDRY,REST,FPRKNG,ORBSPA,ROOM24,MTGFAC,DOCTOR,SAFDEP,DISABL,INTHS,NSMK,CONLEV
203032|REST,ROOM
203033|BUSCTR,CURREX,ORBWLS,POOL,ELEV,CNFFAC,LANDRY,REST,FPRKNG,BAR,ORBSPA,MTGFAC,POOLOT,SAFDEP,SPA,NTECLB,INTHS,NSMK,CONLEV,ROOM
203034|ROOM
203035|BUSCTR,CURREX,ORBWLS,POOL,ELEV,LANDRY,REST,FPRKNG,BAR,ROOM24,MTGFAC,POOLOT,DOCTOR,SAFDEP,INTHS,NSMK,CONLEV
203036|GIFT,SAFDEP,ORBWLS,ORBSHT,LANDRY,INTHS,BAR,REST,CONLEV,FPRKNG,ROOM
203037|BUSCTR,TOUR,ORBWLS,POOL,ORBSHT,ELEV,CNFFAC,LANDRY,REST,FPRKNG,ORBSPA,ROOM24,POOLOT,SAFDEP,SPA,NSMK,CONLEV
203039|POOL,REST,ROOM
205635|GIFT,SAFDEP,TOUR,ORBWLS,ELEV,BABY,LANDRY,REST,CONLEV,NSMK,FPRKNG,ROOM
205636|Rooms are of medium size, simply decorated with wooden furnitures. Each room provide city view, there are standard amenities provided. Bahtroom is medium size with bathtub.
205638|TEL,IDD,HAC47,ELEV,CNFFAC,CNFSTE,DESK24,AIRCON,ADPTRS,SPRINK,WAKEUP,TVCAB,POOLOT,SECU24,MINBAR,AVEQUP,INTHS,ROOM,HAIR,HEALTH,ELECDR,MADSVC,CURREX,SAFE,POOL,DSKLMP,BAR,REST,ROOM24,MTGFAC,TRNDWN,SECURE,TMPCTL
205639|POOLOT,DISABL,BAR,REST,ROOM
205640|POOLOT,BUSCTR,SAFDEP,ELEV,ORBSHT,LANDRY,SPA,INTHS,REST,NSMK,FPRKNG,ROOM
205642|ORBWLS,POOL,ELEV,LANDRY,REST,FPRKNG,POOLOT,DOCTOR,SAFDEP,SPA,INTHS,NSMK,ROOM
205645|Designer toiletries
205648|CNFFAC,INTHS,REST,FPRKNG,ROOM
206347|GIFT,CURREX,ORBWLS,POOL,LANDRY,REST,FPRKNG,ORBSPA,POOLOT,SPA,CONLEV,NSMK,INTHS,ROOM,HEALTH
206348|REST,ROOM
206349|BUSCTR,GIFT,CURREX,ORBWLS,POOL,ORBSHT,LANDRY,REST,FPRKNG,BAR,ROOM24,MTGFAC,POOLOT,SAFDEP,SPA,NSMK
206350|Coffee/tea maker,Hair dryer,Ceiling fan
206394|BUSCTR,TOUR,ORBWLS,POOL,ELEV,LANDRY,REST,FPRKNG,BAR,POOLOT,SAFDEP,SPA,INTHS,NSMK,CONLEV,ROOM,HEALTH,PHY28
206534|BUSCTR,GIFT,CURREX,TOUR,ORBWLS,BAR,REST,FPRKNG,ORBSPA,ROOM24,POOLOT,SAFDEP,INTHS,NSMK,CONLEV
206535|CURREX,ORBWLS,POOL,LANDRY,REST,FPRKNG,ORBSPA,MTGFAC,POOLOT,DOCTOR,SAFDEP,GOLF,BABY,NSMK,CONLEV,ROOM
206536|BUSCTR,CURREX,ORBWLS,POOL,ELEV,ORBSHT,CNFFAC,LANDRY,REST,FPRKNG,ORBSPA,POOLOT,INTHS,CONLEV,ROOM
206537|FLORST,CELTEL,TV,DESK24,AIRCON,WAKEUP,POOLOT,SHOWER,TENOUT,PRKIND,AVEQUP,ALRMCK,SPA,BATH,EXCKOT,PRKVAL,ROOM,CURREX,JACUZ,REST,BELL,MTGFAC,CAR,DOCTOR,SAFDEP,JOGTRK,CONLEV,SECURE,OVRPRJ,TOUR,HAC47,EXCKIN,TVCAB,NWSPPR,GOLF,PRKNG,BABY,SAUNA,INTHS,CONDSK,HAIR,FISH,CMPRTL,FAX,MINGLF,BAR,TVSAT,SCUBA,PRKOUT,BOATNG,IRON,HORSE,FRCLLS,MULTI
206538|BUSCTR,SAFDEP,TOUR,ORBWLS,ELEV,LANDRY,INTHS,REST,CONLEV,FPRKNG,ORBSPA,ROOM
206539|Phone,Free toiletries,Hair dryer (on request)
206541|ORBWLS,POOL,ORBSHT,INTHS,REST,ROOM
206542|POOLOT,BUSCTR,TOUR,HAC116,POOL,LANDRY,REST,CONLEV,FPRKNG,HAC222,ROOM
206543|SAFDEP,ORBWLS,POOL,ORBSHT,DISABL,LANDRY,REST,CONLEV,NSMK,ROOM
206544|TOUR,ORBWLS,POOL,ELEV,ORBSHT,CNFFAC,LANDRY,RMA207,REST,FPRKNG,POOLOT,SAFDEP,SPA,CONLEV
206545|TOUR,ORBWLS,POOL,ORBSHT,LANDRY,REST,GAME,ORBSPA,MTGFAC,POOLOT,DOCTOR,SAFDEP,GOLF,BABY,SPA,NSMK,CONLEV,ROOM,HEALTH
206546|Coffee/tea maker,DVD player
206547|ORBWLS,POOL,ELEV,ORBSHT,LANDRY,BAR,REST,FPRKNG,POOLOT,SAFDEP,SPA,CONLEV,INTHS,ROOM
206548|POOLOT,BUSCTR,SAFDEP,TOUR,ORBWLS,LANDRY,REST,NSMK,ORBSPA
206549|GIFT,CURREX,ORBWLS,HAC47,POOL,CNFFAC,LANDRY,REST,FPRKNG,BAR,GAME,ORBSPA,HAC222,ROOM24,POOLOT,MTGFAC,DOCTOR,SAFDEP,BABY,SPA,NSMK,HEALTH
206550|BUSCTR,ORBWLS,ELEV,LANDRY,REST,ORBSPA,SAFDEP,BABY,DISABL,SPA,CONLEV,INTHS,ROOM,HEALTH
206551|BUSCTR,SAFDEP,ORBWLS,ORBSHT,BABY,CNFFAC,LANDRY,REST,FPRKNG,ORBSPA,ROOM
206552|TOUR,POOL,LANDRY,RMA207,REST,FPRKNG,BAR,ORBSPA,POOLOT,MTGFAC,DOCTOR,SAFDEP,BABY,SHUTTL,NSMK,CONLEV,HAC142,ROOM
206555|Room service (limited hours)
206926|Private bathroom,Desk
207090|BUSCTR,GIFT,TOUR,ORBWLS,ORBSHT,ELEV,CNFFAC,LANDRY,REST,BAR,ORBSPA,ROOM24,POOLOT,MTGFAC,DOCTOR,SAFDEP,BABY,SPA,INTHS,NSMK,CONLEV
207240|POOLOT,DOCTOR,CURREX,SAFDEP,TOUR,ORBWLS,BABY,CNFFAC,LANDRY,REST
207384|BUSCTR,GIFT,TOUR,ORBWLS,POOL,ORBSHT,ELEV,CNFFAC,LANDRY,REST,FPRKNG,BAR,ORBSPA,POOLOT,SAFDEP,SPA,INTHS,CONLEV,ROOM
207385|BUSCTR,ORBWLS,POOL,ORBSHT,REST,ROOM
207386|Phone
207387|POOL,ORBSHT,INTHS,REST,ORBSPA,ROOM
207388|ORBWLS,ORBSHT,CNFFAC,LANDRY,BAR,REST,POOLOT,MTGFAC,DOCTOR,SAFDEP,BABY,SPA,NSMK,ROOM
207389|GIFT,TOUR,ORBWLS,ORBSHT,CNFFAC,LANDRY,REST,FPRKNG,BAR,ORBSPA,POOLOT,MTGFAC,SAFDEP,NSMK,ROOM
207390|BUSCTR,TOUR,ORBWLS,POOL,ELEV,LANDRY,REST,FPRKNG,BAR,POOLOT,DOCTOR,SAFDEP,BABY,SPA,INTHS,NSMK,ROOM
207391|BUSCTR,TOUR,ORBWLS,POOL,ELEV,LANDRY,REST,FPRKNG,BAR,POOLOT,DOCTOR,SAFDEP,BABY,SPA,INTHS,NSMK,ROOM
207392|BUSCTR,TOUR,ORBWLS,POOL,ELEV,LANDRY,REST,FPRKNG,BAR,POOLOT,DOCTOR,SAFDEP,BABY,SPA,INTHS,NSMK,ROOM
207460|TOUR,ORBWLS,ELEV,ORBSHT,LANDRY,BAR,REST,FPRKNG,POOLOT,SAFDEP,BABY,SPA,CONLEV,ROOM
207461|BUSCTR,CURREX,TOUR,ORBWLS,ELEV,LANDRY,REST,ORBSPA,SAFDEP,BABY,SPA,NSMK,INTHS,CONLEV,ROOM
207463|ORBWLS,POOL,ORBSHT,REST,FPRKNG,HEALTH
207464|POOLOT,SAFDEP,ORBSHT,LANDRY,SPA,INTHS,BAR,REST,ORBSPA,ROOM
207784|CELTEL,TV,TOUR,HAC47,ELEV,EXCKIN,DESK24,AIRCON,SPRINK,WAKEUP,TVCAB,POOLOT,NWSPPR,SHOWER,POOLSB,PRKNG,ALRMCK,AVEQUP,PRKIND,BABY,BEAUTY,SAUNA,SPA,BATH,INTHS,EXCKOT,CONDSK,PRKVAL,ROOM,HAIR,CMPRTL,BUSCTR,FAX,CURREX,CRIB,JACUZ,BAR,TVSAT,REST,BELL,MTGFAC,CAR,DOCTOR,IRON,NSMK,CONLEV,MULTI,SECURE
207831|ORBWLS,POOL,ELEV,ORBSHT,LANDRY,RMA207,REST,HAC222,ORBSPA,POOLIN,BABY,INTHS,ROOM
207875|POOLOT,SAFDEP,ORBWLS,POOL,ORBSHT,LANDRY,INTHS,REST,CONLEV,ORBSPA,ROOM
207882|BUSCTR,POOL,ORBSHT,INTHS,REST,CONLEV,ROOM
208108|ORBWLS,HAC116,POOL,ELEV,LANDRY,RMA207,REST,FPRKNG,BAR,HAC222,POOLOT,MTGFAC,DOCTOR,SAFDEP,INTHS,NSMK,ROOM
208109|BUSCTR,ORBWLS,POOL,ORBSHT,DISABL,CNFFAC,INTHS,REST,CONLEV,ORBSPA,ROOM
208111|TOUR,ORBWLS,HAC47,PHY29,RMA207,PHY69,ORBSPA,POOLOT,PHY50,BEAUTY,BABY,DISABL,INTHS,ROOM,PHY28,BUSCTR,GIFT,CURREX,HAC116,POOL,ORBSHT,RMPACC,LANDRY,REST,FPRKNG,BAR,HAC222,HAC138,DOCTOR,SAFDEP,WCHR,CONLEV,NSMK
208114|GIFT,TOUR,ORBWLS,ORBSHT,CNFFAC,LANDRY,BAR,REST,FPRKNG,ORBSPA,POOLOT,MTGFAC,SAFDEP,NSMK
208301|TOUR,ORBWLS,ELEV,CNFFAC,RMA207,ORBSPA,POOLOT,TENNIS,SPA,ROOM,HEALTH,BUSCTR,GIFT,CURREX,HAC116,POOL,LANDRY,BAR,REST,FPRKNG,HAC222,HAC138,MTGFAC,DOCTOR,SAFDEP,CONLEV,NSMK
208302|ORBWLS,POOL,ORBSHT,DISABL,CNFFAC,REST,ROOM,HEALTH
208305|POOLOT,SAFDEP,TOUR,ORBSHT,BABY,CNFFAC,LANDRY,REST,ROOM
208307|POOLOT,SAFDEP,TOUR,ORBWLS,PRKNG,ELEV,ORBSHT,LANDRY,BAR,REST,ROOM
208337|Television,Stovetop
208575|CURREX,TOUR,ORBWLS,POOL,ELEV,LANDRY,RMA207,BAR,REST,FPRKNG,POOLOT,SAFDEP,NSMK,ROOM
208600|Refrigerator,Rollaway/extra beds available
208602|GIFT,CURREX,TOUR,ORBWLS,ORBSHT,LANDRY,REST,FPRKNG,BAR,ORBSPA,ROOM24,SAFDEP,BABY,NTECLB,NSMK,CONLEV,ROOM
208604|Room size is in standard, providing atmosphere like in home. Clean and tidy with air-conditioning, satellite TV, refrigerator, and dressing table. No minibar. Bathroom is small with only shower and standard amenities are provided.
208692|BUSCTR,ORBWLS,POOL,ELEV,CNFFAC,LANDRY,REST,FPRKNG,BAR,HAC138,MTGFAC,POOLOT,SAFDEP,BRALEL,SPA,NSMK,CONLEV,ROOM
209394|BUSCTR,GIFT,ORBWLS,ELEV,ORBSHT,LANDRY,BAR,REST,FPRKNG,SAFDEP,CONLEV,NSMK,INTHS,ROOM
209421|TOUR,ORBWLS,POOL,ELEV,CNFFAC,LANDRY,REST,FPRKNG,POOLOT,SAFDEP,SPA,NSMK,INTHS,CONLEV,ROOM
209422|CURREX,POOL,ELEV,LANDRY,REST,FPRKNG,POOLOT,DOCTOR,SAFDEP,BABY,CONLEV,NSMK,ROOM
209446|ORBWLS,POOL,CNFFAC,LANDRY,REST,FPRKNG,BAR,ORBSPA,ROOM24,POOLOT,SAFDEP,BABY,SPA,CONLEV,ROOM
209546|Cribs/infant beds (surcharge)
209556|BUSCTR,GIFT,CURREX,TOUR,ORBWLS,POOL,ORBSHT,ELEV,LANDRY,REST,FPRKNG,BAR,ORBSPA,POOLOT,DOCTOR,SAFDEP,BEAUTY,BABY,NTECLB,ROOM
209567|SAFDEP,TOUR,ORBWLS,ORBSHT,LANDRY,REST,CONLEV,NSMK,FPRKNG,ORBSPA,ROOM24,PETS
209569|ORBWLS,ELEV,CNFFAC,LANDRY,RMA207,REST,FPRKNG,ROOM24,HAC138,POOLOT,SAFDEP,SPA,NSMK,ROOM
209575|ORBWLS,ELEV,CNFFAC,LANDRY,RMA207,REST,FPRKNG,ROOM24,HAC138,POOLOT,SAFDEP,SPA,NSMK,ROOM
209579|ORBWLS,POOL,ORBSHT,CNFFAC,BAR,REST,ORBSPA,POOLOT,SAFDEP,BEAUTY,INTHS,CONLEV,ROOM
209594|ORBWLS,POOL
